"PC1","PC2","Cluster"
-0.914290861686565,1.23807773557816,"1"
-0.118922681594439,-0.556475252655001,"2"
0.713503807684266,-0.466287025152006,"2"
-0.632162992443313,0.42902472581717,"1"
1.58132292297978,-0.228415114334167,"2"
-0.00699861251742137,-0.807971550181949,"2"
-0.405727054981144,0.280263601692038,"2"
0.0276026499611498,-0.3175640743607,"2"
0.101699672429863,-0.155238221897416,"2"
0.370852680899097,-0.357712411125384,"2"
0.0412820639588153,-0.242941840565333,"2"
-0.147181037258542,-0.279982653755989,"2"
-0.257522421611414,-0.0812759569961347,"2"
0.15372260546059,-0.725652460803103,"2"
0.0840103437525659,-0.389840948640281,"2"
0.0927968361922672,-0.822964142391122,"2"
0.0842697313007535,-0.768626937012895,"2"
-0.634505456414368,0.755263952449195,"1"
2.67603639451636,0.258122088073643,"2"
1.27725189579782,-0.153745847794962,"2"
0.609328689473784,-0.42628519588082,"2"
1.64107655900034,-0.189389669759058,"2"
-0.0963600743700794,-0.45144564509641,"2"
1.05562329471077,-0.374632235142817,"2"
1.66828930568093,0.0255139978986227,"2"
0.103856866096074,-0.903055000639603,"2"
0.0466871479674363,-0.84300988660118,"2"
0.527080767847344,-0.475512137598576,"2"
0.894831664283474,-0.376557423199901,"2"
0.287302840248358,-0.670009315302647,"2"
1.15535743764617,-0.23827522533815,"2"
0.177549309609753,-0.806856619755661,"2"
-1.33411057473871,2.06022980025425,"1"
1.03400086013822,-0.519352826632039,"2"
-0.0824144249765695,-0.606417898114767,"2"
-0.214703463613908,-0.395920186927418,"2"
-0.612394594654577,0.532654125235178,"1"
0.21344913135456,-0.739029345247422,"2"
-0.251272957262526,-0.202619109609029,"2"
-0.0258861210086844,-0.764348180222872,"2"
0.345989234765594,-0.547084157659086,"2"
-0.81732562056498,2.24276631944764,"1"
0.264836950449346,0.142857076510428,"2"
-0.0483084409226113,-0.799501019985573,"2"
-0.907196446425869,1.12057143911608,"1"
-0.427304982692668,0.289352149616179,"2"
0.0873434808400265,-0.686191609812773,"2"
-1.15678153776832,1.57879400054061,"1"
-0.448675126987562,0.358502175099553,"1"
-0.195074660635338,-0.363914406003743,"2"
-0.346700049833997,0.0733570590760135,"2"
-0.900957867898472,1.49566470541645,"1"
-1.39647347964482,2.21515267787225,"1"
-0.181967545485914,-0.216382916629725,"2"
0.849747299322995,-0.412650840504779,"2"
0.467517298571246,-0.802815006217763,"2"
-0.216069919761116,-0.391770726362034,"2"
0.268873093012104,-0.0473127880419952,"2"
-0.460806427968676,0.344922530620019,"1"
-0.145251661131986,-0.621057702525562,"2"
0.319870538197103,-0.658308071403778,"2"
0.659489759897457,-0.600398307928823,"2"
0.262370624211468,-0.876280443943352,"2"
-0.288257827986616,-0.230420746374391,"2"
0.330226105719917,-0.752989918927616,"2"
0.0322753079651194,-0.333977723637153,"2"
-0.0345781238942833,-0.84361830979351,"2"
-0.0863852105112708,-0.691367857325797,"2"
-0.305382496204456,0.277704353125817,"2"
-0.257330250754521,-0.110893930289269,"2"
1.42738653774627,0.155955451274847,"2"
-0.0662375163441798,-0.697295233943131,"2"
1.05621018519428,-0.337756014006241,"2"
2.20983200811132,0.139241871856883,"2"
0.0656964561252441,-0.644046170369691,"2"
-0.100051908403785,-0.63504840107003,"2"
-0.125219212541981,-0.231984593075091,"2"
0.0587720889860683,-0.470887378429114,"2"
-0.798455208812986,0.799075269548013,"1"
-0.68852933030671,0.51181649896172,"1"
-0.123491652902462,-0.192696763291751,"2"
-1.44593754041713,2.238636248568,"1"
-0.101784041465847,-0.611069209830036,"2"
0.744700061373479,-0.610053304496867,"2"
0.154597145687519,-0.421232359446878,"2"
0.833375307950038,-0.285929918555774,"2"
-0.0135157292163434,-0.904426175779039,"2"
-1.19576689917852,1.84222607828732,"1"
0.398077343903163,-0.769997903656772,"2"
-1.199996964893,1.75140860234949,"1"
0.684332495459466,-0.62354232254824,"2"
-1.00307039635529,1.3948262051628,"1"
-1.17008003010618,1.6164783048121,"1"
-0.305035242029748,-0.185528635457276,"2"
1.82543085046125,-0.0361292527943212,"2"
0.790540799374578,-0.646878631691964,"2"
-0.0594677675159293,-0.588044151299367,"2"
0.176773955158652,-0.82472154222903,"2"
-0.865108923124858,1.08061043648886,"1"
-1.26915772227414,1.8645711437789,"1"
0.169052781184899,-0.547988635481483,"2"
0.294828776002113,-0.534402570393485,"2"
0.405221411881631,-0.589676158762811,"2"
-0.236840616572823,-0.247076221907158,"2"
-0.937043130066547,1.26198451456397,"1"
-0.137310807118342,-0.616127142145713,"2"
-0.903930091604581,1.19340870332337,"1"
1.18078159929309,-0.458629461934245,"2"
0.393618494702545,-0.783994702944207,"2"
-0.591483279450121,1.2725258298203,"1"
-0.0582905723863763,-0.819869052595138,"2"
-0.0422671815251216,-0.916079640347836,"2"
-0.149587446544378,-0.621383579399957,"2"
-0.00298427151285549,-0.680577710519106,"2"
-0.00650195555597433,1.40033397537608,"1"
-1.21650525119499,1.90229440263627,"1"
-0.326224201530176,-0.128675113687858,"2"
-0.384309001487018,0.0175184690261622,"2"
0.389571919509951,-0.418026314323419,"2"
-0.121199836878382,-0.481945078426287,"2"
0.751298772526168,-0.493397772591566,"2"
0.521979575530658,-0.673494325603144,"2"
0.0987919369362134,-0.635350188268867,"2"
0.217535446718657,-0.57174018512335,"2"
-0.682520701279851,0.759452741425169,"1"
-0.225939630845226,-0.450351327307254,"2"
-0.0637560975076397,-0.764271574345455,"2"
-0.292158489407171,-0.254962708397754,"2"
0.124580298208765,-0.303795494732601,"2"
-0.0990718844430641,-0.192954703274276,"2"
0.328743919118777,-0.616230859838442,"2"
0.0251802409188569,-0.418878587636616,"2"
-0.231469527416492,-0.278151081210007,"2"
0.410715593369701,-0.212616214084915,"2"
-1.08163990600347,1.5334101892526,"1"
0.421439416244227,-0.790391820945279,"2"
-0.278505612133983,-0.078973548784715,"2"
-0.00633780421945684,-0.6809663386934,"2"
-0.0768050940674934,-0.782799711630248,"2"
0.415273162121107,-0.615327100667941,"2"
0.267681935587512,-0.732914400631351,"2"
2.27127018422779,-0.0179614804436479,"2"
-0.933256918474451,1.11344166175516,"1"
-1.08352473629073,1.52114825345864,"1"
-0.310881404350883,0.0213342337868442,"2"
-0.456583936706213,1.09501929877917,"1"
1.18699564745666,-0.267025865780441,"2"
0.903873940490693,-0.526055009858302,"2"
0.122227358783336,-0.886848369729339,"2"
0.202055492222788,-0.802095466857011,"2"
-0.132283539208245,-0.424299450901378,"2"
0.17277639839328,-0.29402542030958,"2"
0.0135212523066157,-0.0361251089423637,"2"
1.24450716768645,0.17482707690703,"2"
-0.0094679692911358,-0.632559934386476,"2"
-0.905008341730833,1.19076258930891,"1"
0.106693832913243,-0.689087077753356,"2"
-0.460770548391825,0.0616166815657413,"2"
0.0704291643930195,-0.683984754411251,"2"
-0.252471041383268,0.330294453064865,"2"
-0.436835302492224,0.2174067908174,"2"
0.166154376695075,-0.55761760846086,"2"
0.172467255253458,-0.857692070094423,"2"
0.486202687575463,-0.533771131521098,"2"
-0.578391303782193,0.427169961435285,"1"
-0.336551494793101,0.0244457874458904,"2"
0.0329575733461705,-0.933890551415048,"2"
-1.35889622930096,2.02804774288399,"1"
-1.17687966341286,2.06541658369533,"1"
-0.358262324183163,0.474610033926032,"1"
0.0757310587355566,-0.842200714815669,"2"
0.544092857462617,-0.560632059814559,"2"
0.17144641463687,-0.782074609790736,"2"
0.0433185641785259,-0.768050320284465,"2"
-0.132587476619463,-0.719416273489039,"2"
-0.025240606356472,-0.869085302201823,"2"
0.90058411458758,-0.644043643412095,"2"
0.381034755557352,-0.672420898217823,"2"
-1.33993466859605,1.9328912093985,"1"
-0.131439736631118,-0.415883738584974,"2"
0.652519950514117,-0.598261775388431,"2"
-0.160932338603233,0.560178895929063,"1"
0.400490865232615,-0.696811695250034,"2"
-1.32843962776004,1.99010014033805,"1"
0.108890097082602,-0.885210303426805,"2"
0.188421741929397,-0.496260343168686,"2"
0.0904621669578192,-0.679284683848454,"2"
1.50374486684909,0.300024934981339,"2"
-0.0542573104770512,-0.380954688031758,"2"
0.175662449127929,-0.911030537359676,"2"
2.72144281436077,0.231347029629051,"2"
2.33331244691264,-0.0185939068489301,"2"
1.53898769155812,-0.317782513087827,"2"
0.399717613414678,-0.743818634537379,"2"
0.506368213935825,-0.491544546500526,"2"
-1.51730976743768,2.35938815037089,"1"
0.341107120829774,0.375252512011069,"2"
0.158226043789883,-0.652351399702521,"2"
-0.795692704237564,0.886431913531698,"1"
0.0165874269354304,-0.6678836630201,"2"
-0.377859877033121,0.219548658358471,"2"
-0.151838996582905,-0.292330283482725,"2"
0.0551614329215825,-0.879512618366021,"2"
0.035878206676686,-0.66162617805108,"2"
1.0583244530993,-0.503483115133265,"2"
-0.14741237523494,-0.201730461304078,"2"
-0.0629593670103465,-0.797968957106401,"2"
-0.242453065252624,-0.323275316041637,"2"
0.354958187066403,-0.75525479771513,"2"
1.35239870813768,-0.296921700229367,"2"
-1.08101429303038,1.68259199891518,"1"
0.491155853397899,-0.487792691570993,"2"
1.18752279349246,-0.264061611824903,"2"
-0.122130016040864,-0.0155945176796873,"2"
0.542875086174516,-0.439011242026596,"2"
0.133950013787623,-0.921937654488507,"2"
1.00877634335881,-0.504400531425591,"2"
-0.380217946588568,-0.00433574167583788,"2"
0.225447855559853,-0.861330056245201,"2"
-0.417273258473046,0.456402278719234,"1"
-0.251628527423016,-0.326333493947645,"2"
0.102561983310328,-0.885856600787709,"2"
1.38649510605713,-0.445455826202526,"2"
0.49106562509206,-0.470221943901624,"2"
-0.15715053768351,-0.140344339800316,"2"
0.202748755876378,-0.876520953070787,"2"
0.170558824066477,-0.858971760687878,"2"
-1.44333429801745,2.38502904288848,"1"
0.39285120376967,-0.527526984989522,"2"
0.605013447033663,-0.616292907508592,"2"
-0.131709244477749,-0.278990021331415,"2"
-0.387863110532928,0.0681952211514198,"2"
1.98556020723231,0.267721054236258,"2"
-0.711887120101629,0.641817956464156,"1"
-0.895289401061206,1.14889843505376,"1"
-1.44681025348338,2.18606627925621,"1"
-1.13639782386174,1.91198381965927,"1"
-1.35771003831105,2.01347601740511,"1"
-1.50368786482298,2.37111241047754,"1"
-0.171456493244829,-0.213173003300489,"2"
-0.183677394354195,-0.381644713698527,"2"
-0.152538051119594,0.340395869693649,"2"
1.88721700188031,0.587365196753667,"2"
0.548586208805764,-0.706651614285411,"2"
15.6516173391311,3.95807874103307,"3"
0.814936298520458,-0.628732028808258,"2"
-0.493529649047141,0.187908267578421,"2"
0.0941812576480354,-0.025386521723766,"2"
1.94295533717304,0.314625221393898,"2"
-0.598182839626218,1.30864001436334,"1"
-0.895683312131449,1.70367870535385,"1"
-0.366132291560885,-0.205590572484077,"2"
1.52867693185533,-0.224766835737625,"2"
-0.0309502138903996,0.253266177717966,"2"
0.136111738641427,-0.381922304577898,"2"
0.268454060486043,-0.788159330709077,"2"
-0.50938605623518,0.287991467863801,"2"
-1.07136451349659,1.96454437845328,"1"
1.33924473030508,-0.415733351625567,"2"
-0.830478786198571,1.22850533240848,"1"
-0.760337678908782,0.971246611210445,"1"
-0.0539532105105553,-0.375373037972113,"2"
0.184360018921854,-0.72564197764395,"2"
0.0895772706019288,-0.742914999472457,"2"
0.524328655752874,-0.365862969681542,"2"
-0.161624964611563,-0.365274272810231,"2"
0.40930589295473,-0.76996143499896,"2"
0.356101932697349,-0.809368439406808,"2"
0.139727301372261,-0.838752552190974,"2"
-1.45231959185253,2.31012631193341,"1"
0.0176662141605876,-0.870314213015309,"2"
-0.281508164410169,-0.396929669576108,"2"
-0.731964029105774,0.768459286945419,"1"
-1.53244940152996,2.37765690934635,"1"
-0.975640563914455,1.35156724693682,"1"
-1.28533645307972,2.05876007369577,"1"
-0.0598753681282496,-0.440361683083381,"2"
-0.0383481571965986,-0.795967295435733,"2"
-1.46381869998035,2.31686789006145,"1"
0.434873481819285,-0.58211165297033,"2"
-0.68958719905853,0.723799082015042,"1"
-0.0672344631332217,-0.621043365528961,"2"
-0.648485377372059,0.64512250102395,"1"
-0.96682767555388,1.39786103471031,"1"
-0.155238866890082,-0.570083216032017,"2"
-0.431482147235361,-0.072528473530607,"2"
-0.422710105146941,0.417540068581727,"1"
-0.297504463436498,-0.0865463196858408,"2"
-1.15373272720869,1.54844889618548,"1"
-0.948070914629361,1.43910110024347,"1"
0.18973472972398,-0.876136519833196,"2"
-0.880844109940837,0.944166230469938,"1"
-0.120707586604636,-0.28091713668234,"2"
-0.199733705385273,-0.238501838694549,"2"
-0.174998838005235,-0.421268594228029,"2"
0.323016406136516,-0.835604833777393,"2"
0.0466918288358931,-0.905381802743115,"2"
0.189335891937477,-0.881550772406862,"2"
-1.34898345629881,2.05611195821479,"1"
0.400167037213434,-0.322519997252387,"2"
-1.05916162672323,1.38474283170061,"1"
-0.060327075278925,-0.663550477306804,"2"
-0.525857555481084,0.35219386466892,"1"
-1.10808255431669,1.57695540578925,"1"
0.415362436959226,-0.210887141101584,"2"
-0.693862387580029,0.581567624358831,"1"
0.23491052595437,-0.568834124754311,"2"
1.25790749859782,-0.485591822917947,"2"
-0.0989402972615104,0.505576958900392,"2"
1.44752820115827,-0.457800069375059,"2"
-0.142716503308193,-0.284361142941633,"2"
0.117965238451184,-0.250355376975144,"2"
0.020419861639681,-0.674374362129555,"2"
-1.01745626238693,1.44921014140805,"1"
0.200087425040109,-0.683687565876139,"2"
0.0600455800500176,-0.624820527387628,"2"
-0.271158517197508,-0.0813419956429238,"2"
-1.15998903505554,1.68450982370288,"1"
-0.217326209038289,0.363284937424225,"2"
0.0590740824254352,-0.145071989063636,"2"
-1.53658403021485,2.36319735184793,"1"
0.999049206136467,-0.592326063346798,"2"
-0.67866883221411,0.985467922697016,"1"
-0.195669650704408,-0.49421271825649,"2"
-0.577333840292373,0.261696983561832,"2"
0.24430305425871,-0.614064924934081,"2"
-1.07096382635031,1.6013233958306,"1"
1.70222217784984,-0.172491391592838,"2"
-0.36504353670384,0.828461065667395,"1"
-0.317989294277472,-0.208447468668509,"2"
-1.12738032973735,2.02117274640641,"1"
-1.14352758183927,1.56729401721604,"1"
-0.586446173695123,0.313767859525642,"1"
0.134321090323447,-0.312875880680694,"2"
0.506022409374169,-0.776741462120882,"2"
-0.798526756690684,1.20784426198423,"1"
-0.145327919546374,-0.559421016322672,"2"
-1.11222804955465,1.50438584794787,"1"
0.0684319886339927,-0.833762908081878,"2"
0.0374168134187435,-0.708490984679674,"2"
-0.351182453564542,-0.177924261875937,"2"
-0.00330369154245883,-0.316412360147454,"2"
0.025949269734615,-0.261800124255591,"2"
-0.865458887772093,0.955021983964948,"1"
0.132255800411749,-0.695925648164804,"2"
-0.755606226234201,0.692923948904765,"1"
-0.0456568881605321,-0.684654550067357,"2"
-0.116132974241915,-0.577921571556522,"2"
-0.837974424665149,0.859597436085555,"1"
1.50108211074662,-0.0402607767347933,"2"
-1.06988041534475,1.40042317211983,"1"
0.13615844281617,-0.750549617948203,"2"
0.306033679978687,-0.710885340947102,"2"
-0.692135925622498,0.628747129063853,"1"
0.222187848091985,-0.472176103852652,"2"
0.303690748016558,-0.588720693480934,"2"
0.14146409011043,-0.876833199409263,"2"
0.266686860321835,-0.803919783627129,"2"
-0.547978467413056,0.376109802869957,"1"
-0.0763298154766936,0.468167826872296,"2"
-0.507764623194405,0.189575448159746,"2"
0.170495747188849,-0.819820659811116,"2"
-0.0114729535963762,-0.808107217200054,"2"
3.1760156352635,0.370978408255978,"2"
-0.579811486306688,0.497909318965064,"1"
-0.198493936653104,-0.38444247771574,"2"
-0.24069734127885,-0.133089021005575,"2"
0.127029528028363,-0.887205362251239,"2"
0.21032086659504,-0.51921157282534,"2"
-1.26815630889767,1.82079854272738,"1"
-0.250496135504928,-0.250439799756413,"2"
3.05417038169825,1.13996542768082,"2"
0.217613015963851,-0.667515668692482,"2"
0.482365154924608,-0.779142043971092,"2"
0.150423059595476,-0.743391312226462,"2"
0.357176650462414,-0.697371265678066,"2"
-0.10324600284663,-0.751202615782914,"2"
0.649920696944051,0.139004874474288,"2"
0.095984469222216,-0.387528847185806,"2"
-0.302219042761661,0.276006625321999,"2"
-0.0487600430859167,-0.623513301086913,"2"
-1.10669495322773,1.63973786496285,"1"
-0.223672064823282,0.443226002095805,"2"
0.381015992077511,-0.667113090571157,"2"
0.757205331829574,-0.371004632862778,"2"
0.151921824759696,-0.871149300900668,"2"
0.18901790052302,-0.821613009474839,"2"
0.269962960779209,-0.821546266276074,"2"
-0.000270316817787414,-0.878785903152516,"2"
0.815577908814502,-0.63365210123598,"2"
-1.21592407412611,1.78211849636407,"1"
0.898577224651492,-0.548810078291151,"2"
0.00162855149578942,-0.902803415366465,"2"
0.337331448013226,-0.762515595007601,"2"
-0.0265736649747978,-0.0727651788815859,"2"
-0.0318824597283724,-0.892816123111729,"2"
-1.31830945416624,2.31812160107102,"1"
-0.466183793611531,0.027791901230773,"2"
0.406066502129628,-0.792889582422202,"2"
1.61868041311717,-0.233243808118949,"2"
-0.803377155411938,0.797417648699948,"1"
-0.778125420711011,0.960225098711953,"1"
-0.640004745454296,0.42194574034975,"1"
-0.101047676156045,0.769425328725792,"1"
-0.0694533228370981,-0.695700550525598,"2"
-0.910691468063013,1.22732819847103,"1"
-0.0902505866980678,-0.819136859058721,"2"
0.271246632835607,-0.875469154362929,"2"
-0.212040569537756,-0.285574235654024,"2"
-0.917651529319614,1.73051885366633,"1"
0.622041912653865,-0.605367043706051,"2"
-0.0951165600963199,-0.681666043327763,"2"
-0.00336063231703893,-0.736903371281855,"2"
-0.0211397554549397,-0.743966582387013,"2"
0.19380123056472,-0.864403993077281,"2"
-0.356985927505912,-0.21323392591338,"2"
0.132483493192347,-0.692722681582543,"2"
-0.718906231146571,0.815845547544463,"1"
-0.339350736177853,0.012977306964335,"2"
1.61793811004116,-0.260961272237062,"2"
-1.29875537867252,1.88197376541202,"1"
-0.434746884228046,-0.03201016764712,"2"
1.48677834275086,-0.333945987695532,"2"
-0.627617563293667,0.61096364124755,"1"
-0.245604722336354,-0.478447136937632,"2"
-1.29134037231132,1.93737899712735,"1"
-1.53440210509914,2.36084834368574,"1"
0.302282775698131,-0.766773248225181,"2"
0.932242755214069,-0.601498842155447,"2"
0.482159014262668,-0.661984275894095,"2"
0.493557204627524,-0.230669331539598,"2"
-0.140413988994715,-0.26180443197323,"2"
-0.046256336884798,-0.916808534011495,"2"
1.73674008157182,-0.17686452002342,"2"
0.511727707972806,-0.739003363623341,"2"
-0.130736017736921,-0.353344067037084,"2"
0.14534070215583,-0.90754287264277,"2"
0.0628781209396413,0.35738777511638,"2"
0.051582829714506,-0.72673134955843,"2"
-0.0418759342985102,-0.654061794532177,"2"
0.26318323909166,-0.780334534760491,"2"
0.0302561741307432,-0.423576464042844,"2"
-1.44095318181287,2.23926751148784,"1"
-0.102782838842343,-0.446118965682551,"2"
-0.190103262780758,-0.268942618583164,"2"
-0.395050044297377,0.327148861553294,"2"
-0.215629746966565,-0.207944682894209,"2"
0.103684659940755,-0.853274269743849,"2"
-1.07090592184687,1.49946570000852,"1"
-1.08287920621875,1.67816259259379,"1"
-0.363915525794074,-0.0716115417805087,"2"
-0.0126167455506641,-0.662717773635181,"2"
0.563566533787494,-0.435977986331521,"2"
0.430537684613305,-0.678939947319218,"2"
-0.208652317057391,-0.37394562309897,"2"
1.48395694311704,-0.298820010972897,"2"
-0.820338503046777,0.947184386671931,"1"
-0.0468946235714953,-0.17626466602549,"2"
-0.0908689746981036,-0.754437035254774,"2"
-1.01183786703176,1.2665188030162,"1"
-0.99895505953364,1.31293160047077,"1"
-0.281178538831023,-0.32340125974833,"2"
-0.755210064957842,0.75259833548237,"1"
0.194087772675399,-0.778767442862234,"2"
-1.49578840958088,2.3852038811467,"1"
0.039155037625534,-0.715669336096014,"2"
-0.317025569637131,-0.234730592244016,"2"
-0.0459201543323811,-0.882488507029754,"2"
1.50675510134899,-0.470600898028808,"2"
-0.773576348035164,0.755362874479277,"1"
-1.08468728948824,1.41934883009746,"1"
-0.432140617131431,0.230480187617619,"2"
0.337472206988753,-0.865533384025795,"2"
1.87344062933074,-0.130566133923267,"2"
-0.0182622341379591,-0.939708799444854,"2"
-0.741158244485751,0.628081507198726,"1"
4.86962452374758,1.14337265346544,"2"
-0.0828201208089845,0.359754552123452,"2"
0.0220812389051375,-0.926288389154406,"2"
-0.580791471307326,0.459184688262443,"1"
9.33890621324371,3.019138694674,"3"
1.00402480720482,-0.402473439550134,"2"
-0.0636707824630859,-0.706588658276638,"2"
-0.214326774033551,-0.318139015565934,"2"
-0.144927821688983,1.95447476136507,"1"
0.0836307385493505,-0.696022000126712,"2"
-0.297502428851334,-0.35066251152457,"2"
1.48118925425267,-0.114695734793718,"2"
3.63743375999124,0.738060828582869,"2"
-0.419638749412539,-0.0896879110726497,"2"
-0.955945258359736,1.12642583135615,"1"
1.29116274365464,-0.465010031464708,"2"
-0.154273945769889,-0.619566412945474,"2"
0.0871375540320552,-0.897603534346716,"2"
-0.567382952497256,0.211259520911251,"2"
0.0612930824311061,-0.481605954438376,"2"
-1.49432338347502,2.38200744825999,"1"
-0.0844020279684451,-0.386449734329307,"2"
0.363495742713927,-0.535192885824195,"2"
1.40005329787765,-0.291873998232519,"2"
0.428226713760294,-0.697135720877288,"2"
-0.474016086552725,0.297160740346438,"2"
0.168338379078141,-0.698390110407561,"2"
0.200164156913759,-0.704903452607717,"2"
-0.998170956585415,1.1556282631957,"1"
-0.963220189367708,1.48007614405446,"1"
-0.193003430972821,-0.0616356620880194,"2"
0.554651059047053,0.160802683656398,"2"
0.50063235162957,-0.752860162699908,"2"
-0.287209378050031,-0.272093895498532,"2"
-0.406794481336513,-0.139509354243639,"2"
0.0737586104625989,-0.700904799454921,"2"
-1.08217709457242,1.36521516260799,"1"
-1.11744891936338,1.47844537105061,"1"
0.0282834255169968,-0.0695123905549029,"2"
-0.61329431822396,0.914477280888737,"1"
0.287667034056083,-0.273494568470386,"2"
2.2213422257624,-0.208133553374659,"2"
0.125797868079706,-0.701939118845809,"2"
0.746655390764221,-0.491485871335027,"2"
-0.310899940232301,0.0354265473135764,"2"
0.181151903260079,-0.0239697163525729,"2"
-0.0239569352071247,-0.787866580208531,"2"
-1.36864622422943,2.00599529454341,"1"
-0.133389179955653,-0.605504709949745,"2"
-0.0753833061530424,-0.732640497448885,"2"
-0.0145331405846016,-0.864140531805336,"2"
1.0315618618854,-0.324162426862691,"2"
0.274261062310035,-0.723429135295889,"2"
-0.931953920164008,1.77705810393446,"1"
0.0215844747475538,-0.910346822445193,"2"
0.145379306585656,-0.585653688399563,"2"
0.139577074838424,-0.405164006291191,"2"
-0.104569677211184,-0.029752714198195,"2"
0.383254794001304,-0.761155490626648,"2"
-0.10682134033556,-0.783594514150498,"2"
-1.27631657547297,1.83784451026378,"1"
-0.183663767478722,0.242389876410083,"2"
-0.0288495657133823,-0.498456394710135,"2"
-1.0371697188097,1.60581114299508,"1"
0.135158080256578,-0.742396831283751,"2"
0.290452021651394,-0.507676383962049,"2"
-0.204129046944767,-0.379931308502354,"2"
-0.0402822272006938,-0.725263760091341,"2"
0.0449548292111457,-0.743324735109213,"2"
0.0982440306531739,-0.905653242888734,"2"
1.00759334501813,-0.484303787716975,"2"
0.0213826483324057,-0.499838090552201,"2"
-0.22702889301338,-0.386318333734485,"2"
1.02817689766038,-0.301769940210461,"2"
-0.177828901532912,-0.570375027153391,"2"
0.48482510964738,-0.677524334464866,"2"
0.551473635706348,-0.650751130767507,"2"
-1.11291358322415,1.41773048501395,"1"
0.145095459839801,-0.507685829822027,"2"
-1.28027931722859,2.07913267568506,"1"
-0.0659262935498257,-0.883911581890275,"2"
-0.00665072246284162,-0.792393469122149,"2"
-0.174868059812051,-0.0464913933471134,"2"
-0.190738119349256,-0.41338226625394,"2"
-0.571859258995663,0.232361370062059,"2"
0.364717047782818,-0.72729250972482,"2"
0.817568580083606,-0.578345180785423,"2"
0.983162319718599,-0.433880874367083,"2"
0.082005337068485,-0.745303379490354,"2"
0.153702375823692,-0.825244144244349,"2"
-0.0554022129064858,-0.837151662848956,"2"
0.246094507395593,-0.299403242093347,"2"
1.18560961255317,-0.21556088106532,"2"
-0.325703346048382,-0.117904094755226,"2"
