"CustomerID","Recency","Frequency","Monetary"
12509,284.385416666667,7,176.5
12510,142.572916666667,33,982.57
12512,66.3784722222222,34,138.03
12513,112.547916666667,35,612.29
12514,267.306944444444,51,1017.68
12515,353.345138888889,16,383.7
12516,77.6159722222222,26,1312.06
12517,28.4138888888889,284,2502.84
12518,0.574305555555556,124,2056.89
12519,63.6069444444444,18,340.84
12520,79.3590277777778,152,2634.26
12521,142.547916666667,38,599.68
12522,39.3541666666667,12,192.72
12523,19.4618055555556,106,1789.77
12524,9.35347222222222,144,4485.72
12526,0.49375,71,1316.66
12527,81.5034722222222,18,348.71
12528,9.38888888888889,92,1933.48
12530,59.4763888888889,66,1662.28
12531,14.5333333333333,17,125.22
12532,30.4256944444444,16,349.83
12534,130.565277777778,63,1089.18
12535,91.6333333333333,34,716.35
12536,43.4027777777778,261,12601.83
12538,29.2805555555556,21,363.95
12539,22.4375,273,5568.35
12540,19.5201388888889,478,13400.24
12541,29.5555555555556,52,981.18
12544,36.3229166666667,19,372.7
12545,75.43125,50,1000.39
12546,46.49375,69,1161.5
12547,197.473611111111,8,207.8
12548,166.350694444444,5,95.2
12550,79.3923611111111,57,964.83
12551,357.525694444444,10,168
12552,38.5819444444444,20,437.82
12553,8.30694444444444,191,3692.28
12556,50.4541666666667,121,603.71
12557,16.2923611111111,33,11990.96
12558,7.55486111111111,11,269.96
12559,310.590972222222,21,561.71
12560,5.42083333333333,105,2134.01
12561,302.514583333333,16,238.85
12562,8.27777777777778,168,3781.74
12564,261.378472222222,21,456.9
12565,288.559722222222,9,145.92
12566,86.3958333333333,19,351.65
12567,22.5402777777778,446,9401.28
12569,2.31666666666667,188,4124.69
12571,39.5701388888889,34,519.61
12572,8.61111111111111,60,1020.42
12573,227.338888888889,28,160.54
12574,315.611111111111,11,218.45
12576,35.5756944444444,88,1315.83
12577,35.4416666666667,147,657.8
12578,21.4375,114,2794.51
12579,78.28125,29,440.42
12580,246.566666666667,24,415.7
12581,39.6277777777778,15,197.71
12582,238.635416666667,22,511.36
12583,2.66180555555556,247,7281.38
12584,3.60069444444444,96,2338.15
12585,234.43125,87,2040.1
12586,17.3166666666667,11,196.94
12587,7.46736111111111,4,144
12588,39.3743055555556,10,214.9
12589,28.5701388888889,35,646.68
12590,211.380555555556,68,9864.26
12591,317.392361111111,26,452.85
12592,92.3722222222222,18,437.6
12593,108.470138888889,21,418.1
12594,37.4861111111111,118,3338.22
12596,51.4569444444444,27,618.27
12597,19.4354166666667,206,3811.22
12598,9.4875,132,3023.08
12599,29.4347222222222,62,1032.58
12600,28.5631944444444,64,2599.04
12601,189.571527777778,28,577.06
12602,58.5263888888889,12,153.12
12603,21.5541666666667,2,739.2
12604,79.4111111111111,16,254.18
12607,60.3291666666667,101,1579.51
12609,78.3097222222222,60,1126.85
12610,22.6013888888889,106,2099.54
12611,52.45,65,1193.32
12612,74.3506944444444,19,704.04
12613,57.3756944444444,153,3344.38
12614,277.568055555556,20,315.6
12615,2.37361111111111,105,2291.19
12616,95.3631944444444,32,713.3
12617,29.3895833333333,42,355.53
12618,21.5347222222222,11,177.31
12619,16.3805555555556,90,3641.24
12620,14.5694444444444,92,1339.41
12621,1.52430555555556,467,13689.67
12622,232.30625,11,180.1
12623,276.423611111111,18,305.1
12624,106.372222222222,38,641.13
12625,211.5875,86,2683.82
12626,23.3291666666667,294,6620.48
12627,10.4951388888889,230,4478.53
12628,4.44791666666667,41,786.46
12630,9.55,64,1270.88
12631,57.4215277777778,31,640.5
12633,58.5138888888889,101,2163.98
12635,89.5388888888889,101,1689.18
12637,67.4263888888889,390,6021.9
12638,33.4506944444444,39,671.69
12639,238.466666666667,22,486.1
12640,23.5055555555556,53,1174.58
12641,115.440277777778,10,185.9
12642,25.3729166666667,47,1013.26
12643,128.461111111111,24,3344.64
12644,129.560416666667,31,477.91
12645,33.4736111111111,73,1775.18
12646,4.57361111111111,45,1346.97
12647,22.4611111111111,121,3722.82
12648,154.503472222222,21,318.05
12649,107.388194444444,31,623.51
12650,3.30972222222222,20,314.44
12651,334.468055555556,9,114
12652,331.375,48,919.98
12653,148.554861111111,43,2209.85
12654,10.5763888888889,38,601.98
12656,17.4291666666667,126,4051.17
12657,11.3423611111111,47,1643.18
12658,18.5680555555556,36,686.05
12659,29.5048611111111,5,91.68
12660,11.4402777777778,13,245.1
12662,0.500694444444444,230,3849.78
12664,8.28680555555556,37,4881.88
12665,324.643055555556,3,63
12667,58.2916666666667,33,620.13
12668,11.5444444444444,161,3807.15
12669,150.5875,101,2744.03
12670,10.3590277777778,92,2996.05
12672,329.611111111111,10,225.9
12673,5.42013888888889,42,610.52
12674,38.4916666666667,83,1970.6
12676,24.4826388888889,45,1331.39
12678,42.4555555555556,165,17628.46
12679,58.4791666666667,48,1113.02
12680,0.465277777777778,52,862.81
12681,14.51875,638,13787.54
12682,3.58333333333333,525,12288.22
12683,4.31180555555556,344,8476.57
12684,7.58819444444444,105,2283.63
12685,28.4263888888889,157,2863.08
12686,371.589583333333,7,89.14
12688,113.632638888889,171,4873.81
12689,25.6451388888889,72,1247.61
12690,205.61875,16,389.01
12691,28.2993055555556,32,1035.8
12693,127.25625,39,855.91
12694,70.4541666666667,37,869.67
12695,7.44305555555556,27,582.1
12697,28.6340277777778,41,957.59
12700,7.55069444444444,268,4939.99
12701,79.5506944444444,53,797.71
12702,19.5583333333333,12,219
12703,71.2555555555556,21,283.55
12704,7.44791666666667,88,2340.84
12705,15.4465277777778,334,6868.29
12707,291.640277777778,33,603.42
12708,29.5888888888889,157,2712.91
12709,15.3486111111111,208,9736.52
12710,96.5,77,1149.02
12712,28.6534722222222,133,4396.13
12713,0.488888888888889,38,848.55
12714,9.34513888888889,259,4708.86
12715,106.359722222222,21,353.86
12716,3.62847222222222,69,1053.49
12717,151.384027777778,55,1030.98
12718,71.3069444444444,19,238.25
12719,5.42708333333333,39,644.95
12720,2.66458333333333,354,5781.73
12721,31.4909722222222,161,2656.13
12722,85.3819444444444,53,997.63
12723,3.57013888888889,69,725.07
12724,5.33194444444444,53,1031.41
12725,371.34375,24,427.8
12726,28.4340277777778,124,2609.1
12727,10.5097222222222,139,3980.7
12728,71.3534722222222,46,836.33
12729,113.513888888889,26,453.01
12731,23.5006944444444,274,18895.91
12732,179.51875,12,236.26
12733,234.320138888889,22,383.95
12734,352.467361111111,4,110.4
12735,315.432638888889,43,779.57
12736,332.66875,4,234
12738,372.23125,11,155.35
12739,78.4583333333333,38,1013.04
12740,63.5527777777778,27,427.6
12743,134.31875,134,546.43
12744,51.5291666666667,222,21279.29
12747,2.39305555555556,103,4196.01
12748,0.486111111111111,4595,33719.73
12749,3.58611111111111,199,4090.88
12750,128.615972222222,15,275.88
12752,81.4361111111111,53,4366.78
12753,22.5472222222222,197,21429.39
12754,235.625,63,3010.74
12755,280.470833333333,4,3811.95
12756,86.6034722222222,4,112.08
12757,15.4791666666667,371,7857.1
12758,116.568055555556,97,2791.59
12759,52.3826388888889,95,1531.44
12762,7.56736111111111,69,1898.52
12763,138.408333333333,18,494.08
12764,316.570138888889,45,1693.88
12766,3.63472222222222,310,6989.63
12769,238.565972222222,32,1143.6
12770,210.602083333333,12,1351.45
12772,59.6118055555556,55,892.47
12775,17.3104166666667,66,1386.04
12778,19.5208333333333,50,822.23
12779,37.5118055555556,149,3981.36
12781,63.5576388888889,25,826.74
12782,4.61388888888889,103,2330.92
12783,2.33611111111111,84,2225.91
12784,9.34861111111111,59,574.42
12785,364.425,14,311.95
12787,9.63611111111111,20,463.66
12789,65.4347222222222,4,91.85
12790,192.406944444444,21,324.92
12791,373.522916666667,2,192.6
12792,256.516666666667,25,400.54
12793,334.491666666667,24,545.48
12794,53.3791666666667,45,860.41
12795,18.5645833333333,14,430.48
12797,365.545138888889,13,254.03
12798,10.3388888888889,8,6977.04
12802,186.6,25,427.58
12808,36.5798611111111,28,483.65
12809,177.547916666667,25,489.31
12811,260.595833333333,31,514.85
12812,44.5875,15,229.64
12814,101.492361111111,2,125.92
12815,147.56875,47,1063.46
12816,95.4715277777778,29,572.2
12817,281.313888888889,4,166.04
12818,261.495833333333,14,1542.08
12820,3.36666666666667,59,942.34
12821,214.339583333333,6,92.72
12822,70.5805555555555,46,948.88
12823,74.6840277777778,5,1759.5
12824,59.4659722222222,25,397.12
12826,2.56597222222222,91,1474.72
12827,5.48819444444444,25,430.15
12828,2.63541666666667,56,1018.71
12829,336.532638888889,11,293
12830,37.5041666666667,38,6814.64
12831,262.456944444444,9,215.05
12832,32.4375,27,383.03
12833,145.426388888889,24,417.38
12834,282.590972222222,18,312.38
12836,59.3680555555556,175,2612.86
12837,173.328472222222,12,134.1
12838,33.4861111111111,123,683.13
12839,2.47708333333333,314,5591.42
12840,143.604861111111,113,2726.77
12841,4.53263888888889,420,4022.35
12842,70.3520833333333,34,1118.99
12843,65.49375,103,1702.26
12844,29.4368055555556,52,325.96
12845,267.434722222222,27,354.09
12847,22.4472222222222,91,871.54
12849,31.4298611111111,51,1050.89
12851,96.4715277777778,50,135.18
12852,294.634027777778,17,311.55
12853,134.521527777778,78,1957.1
12854,78.4895833333333,110,1324.5
12855,372.599305555556,3,38.1
12856,7.54722222222222,314,2179.93
12857,210.569444444444,46,1106.4
12863,52.40625,5,521.2
12864,138.45625,3,147.12
12865,26.3951388888889,95,1568.23
12866,283.409027777778,26,559.12
12867,26.3541666666667,538,4036.82
12868,185.554166666667,107,1607.06
12871,84.3701388888889,11,380.64
12872,326.547222222222,66,599.97
12873,282.376388888889,4,374
12875,143.354166666667,2,343.23
12876,57.4819444444444,85,2218.02
12877,3.5625,154,1535.77
12878,236.453472222222,47,854.99
12879,44.4833333333333,10,573.22
12881,275.511111111111,7,298
12882,9.32083333333333,13,1463.04
12883,24.6027777777778,42,703.47
12884,88.4513888888889,7,309.05
12885,63.4305555555556,71,1175.22
12886,67.5770833333333,82,1378.4
12888,214.331944444444,5,354.12
12890,24.2736111111111,82,380.47
12891,185.478472222222,3,331
12893,30.4763888888889,34,188.14
12895,42.4229166666667,22,372.8
12897,204.490972222222,4,216.5
12901,8.57847222222222,116,17654.54
12902,264.495833333333,10,138.68
12904,18.3930555555556,72,509.58
12906,11.5868055555556,63,2919.81
12908,176.347916666667,2,750
12909,39.4701388888889,91,2178.67
12910,23.3972222222222,75,3075.04
12912,2.62847222222222,24,1662.3
12913,4.49236111111111,50,2483.63
12915,148.518055555556,22,363.65
12916,138.559027777778,107,3006.15
12917,128.304166666667,2,594
12919,8.42569444444444,50,1335.19
12920,17.3715277777778,28,164.23
12921,9.31805555555556,720,16587.09
12922,161.350694444444,28,405.38
12923,64.3194444444444,29,176.97
12924,88.4201388888889,30,933.7
12925,4.53402777777778,45,694.05
12928,35.4,84,2062.7
12929,311.494444444444,8,117.85
12930,78.3625,25,415.8
12931,21.4729166666667,82,42055.96
12933,24.3069444444444,106,607.53
12935,2.27430555555556,129,2160.7
12936,17.2694444444444,62,1063.9
12937,15.3715277777778,120,1504.27
12938,25.5270833333333,9,114.14
12939,64.39375,47,11581.8
12940,54.49375,99,913.54
12942,131.389583333333,75,683.9
12944,35.5388888888889,30,604.51
12945,288.40625,23,462.95
12947,143.579166666667,97,1603.99
12948,16.2847222222222,116,2064.95
12949,30.5243055555556,215,4167.22
12950,2.44652777777778,23,1843
12951,8.49027777777778,63,1064.07
12952,5.55902777777778,79,1387.79
12953,9.60833333333333,17,329.85
12955,1.31319444444444,180,4757.16
12956,306.327777777778,19,108.07
12957,9.58819444444444,238,4017.54
12962,7.33680555555556,16,266.39
12963,8.46180555555556,95,1856.63
12965,89.3534722222222,109,771.91
12966,9.47361111111111,10,160.18
12967,358.201388888889,19,1660.9
12968,112.344444444444,5,135.95
12970,7.39583333333333,151,452.24
12971,3.48611111111111,305,11189.91
12974,197.602083333333,8,144.8
12976,211.586805555556,22,738.6
12977,156.305555555556,9,39.24
12980,157.601388888889,20,7374.9
12981,29.5,20,372.22
12982,242.50625,28,390.54
12984,18.4743055555556,4,97.5
12985,0.551388888888889,76,1239.38
12987,73.4979166666667,28,558.7
12988,292.395138888889,92,535.32
12989,3.35555555555556,64,6924.11
12990,31.4576388888889,13,409.5
12991,23.3513888888889,31,503.76
12993,23.3409722222222,27,414.76
12994,4.34513888888889,61,974.42
12995,85.3444444444444,3,211.32
12997,22.3423611111111,59,1226.89
12999,196.441666666667,28,455.88
13000,106.553472222222,31,534.85
13001,4.38125,339,9818.82
13002,318.3625,7,120.95
13003,105.548611111111,6,149.05
13004,11.5229166666667,404,5655.91
13005,173.546527777778,26,513.7
13006,56.4243055555556,4,81.57
13008,323.4,14,229.47
13011,372.276388888889,3,50.55
13012,9.45486111111111,89,1661.84
13013,1.37430555555556,219,4810.94
13014,10.48125,109,3466.28
13015,53.4451388888889,176,3346.28
13016,73.4111111111111,47,789.89
13017,7.33819444444444,1,204
13018,16.4388888888889,458,7277.7
13021,4.30763888888889,131,2616.38
13023,64.3145833333333,40,689.9
13026,1.29305555555556,40,975.36
13027,113.597916666667,26,6912
13028,22.5347222222222,45,661.32
13029,30.6159722222222,10,1247.5
13030,11.3958333333333,99,799.48
13032,52.3375,71,1010.18
13033,357.400694444444,11,190.55
13034,54.4854166666667,37,642.77
13035,73.6270833333333,27,921.88
13037,138.343055555556,48,881.07
13038,80.3909722222222,28,908.46
13040,8.55694444444444,43,676.99
13043,273.380555555556,13,516.42
13044,291.361111111111,33,560.47
13045,99.3722222222222,18,305.28
13046,30.6416666666667,35,629.31
13047,31.4958333333333,172,3237.54
13048,14.4423611111111,136,1835.91
13049,64.3534722222222,14,656.68
13050,14.6125,403,5836.86
13052,212.408333333333,18,348.15
13055,78.3986111111111,76,1214.41
13058,24.4701388888889,8,271.4
13059,249.555555555556,8,183.4
13060,253.515972222222,15,307.53
13061,72.3305555555555,10,248.61
13062,191.366666666667,11,346.98
13064,12.4784722222222,69,1119.49
13065,373.297222222222,14,205.86
13066,24.4604166666667,48,470.8
13067,82.4319444444444,15,115.46
13068,10.375,2,344
13069,0.639583333333333,425,4436.12
13070,192.427083333333,9,228.8
13072,266.658333333333,7,177.15
13075,129.570138888889,22,919.61
13077,1.19166666666667,112,729.27
13078,3.35,358,12627.94
13079,4.29652777777778,6,220.1
13080,179.375694444444,6,58.08
13081,11.5458333333333,1024,28337.38
13082,126.322222222222,73,3613.63
13083,4.37430555555556,18,303.75
13085,157.492361111111,22,416.08
13089,2.62361111111111,1818,58825.83
13090,8.47291666666667,155,8910.82
13091,28.3375,21,345.82
13092,70.5291666666667,25,477.83
13093,275.490277777778,159,7832.47
13094,21.4118055555556,24,1927.32
13095,70.4979166666667,6,74.4
13097,32.5534722222222,423,6010.42
13098,1.40694444444444,572,28882.44
13099,99.2638888888889,1,207.36
13101,234.390972222222,8,101.19
13102,1.46388888888889,304,6424.09
13103,39.5986111111111,8,243.94
13104,3.45138888888889,20,1098.48
13106,133.366666666667,1,76.5
13107,44.3805555555556,58,1531.62
13108,372.559027777778,10,350.06
13109,59.5722222222222,47,786.54
13110,31.3958333333333,145,1488.67
13113,0.465972222222222,200,12245.96
13115,11.4736111111111,120,2294.78
13116,138.39375,30,501.14
13117,21.4986111111111,76,984.91
13118,19.4680555555556,79,1197.81
13120,238.570138888889,1,30.6
13121,269.300694444444,50,283.73
13122,94.3381944444444,55,922.39
13124,89.46875,235,3866.33
13126,4.58333333333333,140,2099.64
13127,77.5652777777778,15,259.17
13130,94.3541666666667,2,64
13131,23.44375,44,1073.3
13132,261.469444444444,3,77.3
13133,273.561805555556,7,109.8
13134,85.5590277777778,98,1793.58
13135,196.547222222222,1,3096
13136,56.4298611111111,127,2607.61
13137,10.49375,704,3650.41
13138,22.2979166666667,63,962.39
13139,16.4208333333333,170,5064.94
13140,108.352083333333,46,423.72
13141,84.5875,135,2388.75
13142,19.3284722222222,23,307.09
13144,332.53125,3,110.95
13145,39.46875,6,618.52
13146,26.3548611111111,17,228.91
13147,10.4173611111111,4,712.8
13148,29.3590277777778,319,3707.12
13149,14.4520833333333,86,1676.06
13151,295.479861111111,74,1257.87
13153,5.49027777777778,15,486.22
13155,33.3465277777778,85,971.76
13157,49.4236111111111,87,1741.22
13158,94.5013888888889,79,1201.06
13159,8.52777777777778,121,1437.85
13160,22.4534722222222,4,91.8
13161,313.414583333333,8,112.75
13162,122.334027777778,79,1688.29
13165,46.3715277777778,42,1021.48
13166,283.363888888889,41,417.2
13167,18.4833333333333,65,791.33
13168,36.4611111111111,131,1319.19
13169,63.4923611111111,13,712.88
13170,26.4868055555556,32,116.01
13171,21.5645833333333,46,468.41
13173,4.33958333333333,43,353.65
13174,16.3923611111111,314,2817.03
13176,46.3451388888889,72,492.84
13177,64.5861111111111,17,282.45
13178,26.3236111111111,265,5725.47
13182,45.4263888888889,11,121.18
13183,7.5625,94,3957.78
13184,14.4986111111111,181,1701.29
13185,267.502777777778,1,71.4
13186,39.5138888888889,79,1575.89
13187,337.210416666667,37,236.02
13188,11.3555555555556,2,114.6
13189,18.55625,29,260.68
13192,95.4076388888889,63,911.94
13193,61.3958333333333,29,117.88
13194,135.624305555556,3,60.7
13196,11.4208333333333,110,1797.78
13198,10.3631944444444,226,3401.24
13199,3.47916666666667,119,9817.12
13200,19.3506944444444,46,870.09
13203,9.55208333333333,57,869.46
13207,15.3805555555556,8,250.26
13208,58.5875,149,1223.9
13209,30.4208333333333,321,5891.61
13210,93.6541666666667,22,353.48
13211,10.3868055555556,56,1197.42
13212,19.4722222222222,142,788.08
13213,56.5125,90,1520.58
13216,267.4875,5,333.74
13217,122.352777777778,4,533.98
13218,127.292361111111,5,62.64
13220,78.4319444444444,21,819.29
13221,240.293055555556,66,847.41
13223,200.45625,5,163.2
13224,60.3784722222222,108,2155.95
13225,3.43819444444444,32,6463.84
13226,273.392361111111,16,108.21
13227,201.509027777778,9,257.7
13228,81.3972222222222,2,358
13229,225.495138888889,10,160.95
13230,4.33125,611,2806.97
13232,12.55625,207,1357.6
13233,74.4409722222222,43,605.12
13235,212.282638888889,58,1031.07
13236,24.4652777777778,36,744.85
13238,17.3493055555556,31,700.73
13239,261.565972222222,21,329.56
13240,96.4111111111111,67,663.65
13242,112.463194444444,13,270.4
13243,203.448611111111,58,600.07
13244,92.5097222222222,27,121.74
13245,50.5138888888889,16,430.5
13246,18.2986111111111,141,1987.3
13247,17.5423611111111,25,501.12
13248,124.472222222222,26,465.68
13249,92.4402777777778,23,711.41
13253,156.577083333333,36,1030.4
13255,9.44861111111111,13,399.51
13258,11.6034722222222,38,698.58
13259,61.55,87,292.32
13260,61.44375,8,557.62
13261,268.484722222222,9,944.1
13262,263.370833333333,11,200.29
13263,1.41736111111111,1677,7454.07
13265,53.3736111111111,91,2107.66
13266,11.3895833333333,187,3834.26
13267,2.53333333333333,211,4521.49
13268,17.50625,440,3214.69
13269,1.37986111111111,316,5346.23
13270,366.379861111111,1,590
13271,37.3951388888889,96,217.38
13272,31.4166666666667,15,276.56
13273,113.415277777778,16,138.98
13276,63.4694444444444,30,590.93
13277,15.6104166666667,8,258.4
13278,40.5076388888889,46,542.73
13279,78.275,9,137.75
13280,122.448611111111,85,814.86
13282,18.3520833333333,37,1132.14
13283,59.5902777777778,7,93.66
13284,330.609027777778,13,201.19
13285,23.4451388888889,187,2709.12
13291,155.558333333333,42,361.11
13292,38.5805555555556,31,578.94
13294,189.629166666667,54,873.74
13295,359.527083333333,10,201.2
13296,137.426388888889,5,87.4
13297,7.60277777777778,59,2089.85
13298,1.45069444444444,2,360
13299,268.461805555556,5,142.5
13300,169.452083333333,20,371.89
13301,103.524305555556,81,618.09
13302,155.252777777778,1,63.75
13304,351.392361111111,21,300.42
13305,4.36458333333333,81,2000.86
13307,120.281944444444,1,15
13308,22.6034722222222,54,1385.51
13309,7.30972222222222,107,1456.79
13310,28.2756944444444,72,1132.03
13311,4.46180555555556,26,598.57
13313,22.3,78,1555.32
13314,1.47986111111111,62,775.94
13316,37.4305555555556,87,5977.73
13317,66.4340277777778,124,2273.68
13318,1.21458333333333,20,640.76
13319,5.43472222222222,476,10845.55
13320,78.2451388888889,106,1548.7
13321,72.3583333333333,11,567.36
13322,17.4020833333333,25,199.48
13323,3.28333333333333,21,787.85
13324,36.3138888888889,75,7121.95
13325,81.5583333333333,12,675.3
13327,38.56875,108,3627.77
13328,316.359722222222,17,1308.48
13329,31.5631944444444,17,789
13330,92.48125,53,1140.93
13332,14.4375,21,350.9
13334,82.3604166666667,268,3536.82
13336,77.4131944444444,51,795.12
13338,157.620833333333,19,487.02
13339,200.645138888889,54,860.12
13340,45.4479166666667,134,10736.48
13341,260.590277777778,42,775.85
13343,177.483333333333,19,353.43
13344,67.59375,119,2543.72
13345,287.624305555556,20,389.5
13347,70.4388888888889,8,341.36
13348,64.2722222222222,14,233.76
13349,10.6618055555556,16,247.32
13350,16.3104166666667,40,979.12
13351,66.4618055555556,16,373.94
13352,60.4201388888889,24,397.98
13354,71.4465277777778,51,743.53
13355,122.383333333333,32,674.7
13356,80.39375,42,768.24
13357,257.419444444444,90,609.95
13358,268.505555555556,29,439.03
13359,63.6041666666667,23,439.56
13362,9.38819444444444,166,3090.74
13363,17.4722222222222,60,992.5
13364,71.2409722222222,10,134.96
13365,33.475,128,2225.37
13366,50.4326388888889,1,56.16
13368,256.584027777778,29,623.4
13369,365.520833333333,14,308.28
13370,371.565277777778,39,754.87
13372,89.4680555555556,23,378.64
13373,60.5479166666667,158,3312.25
13375,88.5701388888889,37,778.65
13376,99.3222222222222,53,1019.76
13379,26.4270833333333,97,572.56
13381,31.5013888888889,172,3639.31
13382,280.58125,15,222.99
13384,30.5388888888889,152,4151.93
13385,329.588888888889,35,534.57
13388,131.463888888889,35,677.1
13389,11.4159722222222,51,797.96
13390,74.6402777777778,13,544.08
13391,203.548611111111,1,59.8
13394,1.51666666666667,155,2520.02
13395,185.372222222222,21,307.72
13396,29.2923611111111,43,1360.99
13397,72.5444444444445,38,1544.13
13398,192.446527777778,26,457.34
13402,127.339583333333,39,621.23
13403,17.6472222222222,3,75
13404,1.34930555555556,11,252.49
13405,74.2909722222222,27,572.451
13408,1.62152777777778,478,28117.04
13410,24.3520833333333,28,1003.06
13411,107.41875,18,213.55
13414,133.510416666667,24,1390.5
13416,43.6277777777778,19,712.5
13417,4.63263888888889,28,640.83
13418,11.5673611111111,304,6127.43
13419,63.4659722222222,16,221.06
13420,149.633333333333,8,159.85
13421,40.4020833333333,104,1851.08
13422,64.4291666666667,127,2626.3
13425,108.282638888889,78,1624.21
13426,0.625694444444444,157,3641.32
13427,19.4569444444444,29,582.6
13428,10.4027777777778,74,218.47
13429,10.6180555555556,67,1006.8
13430,18.6534722222222,49,679.45
13431,67.4243055555555,46,1269.1
13434,74.3958333333333,10,534.24
13435,5.38541666666667,101,3809.89
13436,1.56041666666667,12,196.89
13437,14.4166666666667,167,3408.06
13439,255.402777777778,54,283.71
13441,91.5986111111111,13,296.64
13447,23.4319444444444,59,1129.14
13448,16.4770833333333,195,3539.37
13449,23.6472222222222,19,291.88
13450,26.5041666666667,71,2043.72
13451,26.3347222222222,443,2976.15
13452,259.403472222222,2,590
13453,165.601388888889,17,356.98
13455,24.5270833333333,46,1058.34
13456,17.6125,63,1766.72
13458,7.35486111111111,382,9646.57
13460,29.2798611111111,17,183.44
13461,38.6243055555556,27,1445
13462,252.527777777778,9,151.5
